model,adj_r2,significant_vars,formula
weather_to_DelayFromFreeFlowSpeed(mins)_weather_bad_weather_good_Temperature(F),0.0007281730294388389,5,"Q(""DelayFromFreeFlowSpeed(mins)"") ~ (weather_bad + weather_good + Q(""Temperature(F)""))**2"
weather_to_DelayFromFreeFlowSpeed(mins)_weather_bad_weather_good_WindChill(F),0.00013563651225578788,3,"Q(""DelayFromFreeFlowSpeed(mins)"") ~ (weather_bad + weather_good + Q(""WindChill(F)""))**2"
weather_to_DelayFromFreeFlowSpeed(mins)_weather_bad_weather_good_Humidity(%),0.00024634402999657024,3,"Q(""DelayFromFreeFlowSpeed(mins)"") ~ (weather_bad + weather_good + Q(""Humidity(%)""))**2"
weather_to_DelayFromFreeFlowSpeed(mins)_weather_bad_weather_good_Pressure(in),0.0009433788024082457,5,"Q(""DelayFromFreeFlowSpeed(mins)"") ~ (weather_bad + weather_good + Q(""Pressure(in)""))**2"
weather_to_DelayFromFreeFlowSpeed(mins)_weather_bad_weather_good_WindSpeed(mph),0.0005913847266654226,4,"Q(""DelayFromFreeFlowSpeed(mins)"") ~ (weather_bad + weather_good + Q(""WindSpeed(mph)""))**2"
weather_to_DelayFromFreeFlowSpeed(mins)_weather_bad_weather_good_Precipitation(in),-9.483285048572654e-06,1,"Q(""DelayFromFreeFlowSpeed(mins)"") ~ (weather_bad + weather_good + Q(""Precipitation(in)""))**2"
weather_to_DelayFromFreeFlowSpeed(mins)_weather_bad_weather_good_weather_neutral,0.00018430535540214787,2,"Q(""DelayFromFreeFlowSpeed(mins)"") ~ (weather_bad + weather_good + weather_neutral)**2"
weather_to_DelayFromFreeFlowSpeed(mins)_weather_bad_weather_good_weather_unknown,0.00018430535540303605,2,"Q(""DelayFromFreeFlowSpeed(mins)"") ~ (weather_bad + weather_good + weather_unknown)**2"
weather_to_DelayFromFreeFlowSpeed(mins)_weather_bad_weather_neutral_Temperature(F),0.0007638631206282609,7,"Q(""DelayFromFreeFlowSpeed(mins)"") ~ (weather_bad + weather_neutral + Q(""Temperature(F)""))**2"
weather_to_DelayFromFreeFlowSpeed(mins)_weather_bad_weather_neutral_WindChill(F),0.00016810091479391165,5,"Q(""DelayFromFreeFlowSpeed(mins)"") ~ (weather_bad + weather_neutral + Q(""WindChill(F)""))**2"
weather_to_DelayFromFreeFlowSpeed(mins)_weather_bad_weather_neutral_Humidity(%),0.0002529419006668254,2,"Q(""DelayFromFreeFlowSpeed(mins)"") ~ (weather_bad + weather_neutral + Q(""Humidity(%)""))**2"
weather_to_DelayFromFreeFlowSpeed(mins)_weather_bad_weather_neutral_Pressure(in),0.0009799557756725585,7,"Q(""DelayFromFreeFlowSpeed(mins)"") ~ (weather_bad + weather_neutral + Q(""Pressure(in)""))**2"
weather_to_DelayFromFreeFlowSpeed(mins)_weather_bad_weather_neutral_WindSpeed(mph),0.0005797130214040269,4,"Q(""DelayFromFreeFlowSpeed(mins)"") ~ (weather_bad + weather_neutral + Q(""WindSpeed(mph)""))**2"
weather_to_DelayFromFreeFlowSpeed(mins)_weather_bad_weather_neutral_Precipitation(in),-9.808914859466e-06,1,"Q(""DelayFromFreeFlowSpeed(mins)"") ~ (weather_bad + weather_neutral + Q(""Precipitation(in)""))**2"
weather_to_DelayFromFreeFlowSpeed(mins)_weather_bad_weather_neutral_weather_good,0.0001843053554008156,2,"Q(""DelayFromFreeFlowSpeed(mins)"") ~ (weather_bad + weather_neutral + weather_good)**2"
weather_to_DelayFromFreeFlowSpeed(mins)_weather_bad_weather_neutral_weather_unknown,0.00018430535540137072,4,"Q(""DelayFromFreeFlowSpeed(mins)"") ~ (weather_bad + weather_neutral + weather_unknown)**2"
weather_to_DelayFromFreeFlowSpeed(mins)_weather_bad_weather_unknown_Temperature(F),0.000739886870550488,3,"Q(""DelayFromFreeFlowSpeed(mins)"") ~ (weather_bad + weather_unknown + Q(""Temperature(F)""))**2"
weather_to_DelayFromFreeFlowSpeed(mins)_weather_bad_weather_unknown_WindChill(F),0.0002123938363406408,5,"Q(""DelayFromFreeFlowSpeed(mins)"") ~ (weather_bad + weather_unknown + Q(""WindChill(F)""))**2"
weather_to_DelayFromFreeFlowSpeed(mins)_weather_bad_weather_unknown_Humidity(%),0.00023342830250205893,2,"Q(""DelayFromFreeFlowSpeed(mins)"") ~ (weather_bad + weather_unknown + Q(""Humidity(%)""))**2"
weather_to_DelayFromFreeFlowSpeed(mins)_weather_bad_weather_unknown_Pressure(in),0.0008672759135688324,5,"Q(""DelayFromFreeFlowSpeed(mins)"") ~ (weather_bad + weather_unknown + Q(""Pressure(in)""))**2"
weather_to_DelayFromFreeFlowSpeed(mins)_weather_bad_weather_unknown_WindSpeed(mph),0.0005356317382119169,3,"Q(""DelayFromFreeFlowSpeed(mins)"") ~ (weather_bad + weather_unknown + Q(""WindSpeed(mph)""))**2"
weather_to_DelayFromFreeFlowSpeed(mins)_weather_bad_weather_unknown_Precipitation(in),-2.0592259016849468e-05,1,"Q(""DelayFromFreeFlowSpeed(mins)"") ~ (weather_bad + weather_unknown + Q(""Precipitation(in)""))**2"
weather_to_DelayFromFreeFlowSpeed(mins)_weather_bad_weather_unknown_weather_good,0.0001843053554008156,2,"Q(""DelayFromFreeFlowSpeed(mins)"") ~ (weather_bad + weather_unknown + weather_good)**2"
weather_to_DelayFromFreeFlowSpeed(mins)_weather_bad_weather_unknown_weather_neutral,0.00018430535540192583,4,"Q(""DelayFromFreeFlowSpeed(mins)"") ~ (weather_bad + weather_unknown + weather_neutral)**2"
weather_to_DelayFromFreeFlowSpeed(mins)_weather_neutral_Temperature(F)_WindChill(F),0.0001653383131690056,2,"Q(""DelayFromFreeFlowSpeed(mins)"") ~ (weather_neutral + Q(""Temperature(F)"") + Q(""WindChill(F)""))**2"
weather_to_DelayFromFreeFlowSpeed(mins)_weather_neutral_Temperature(F)_Humidity(%),0.000771501577044309,5,"Q(""DelayFromFreeFlowSpeed(mins)"") ~ (weather_neutral + Q(""Temperature(F)"") + Q(""Humidity(%)""))**2"
weather_to_DelayFromFreeFlowSpeed(mins)_weather_neutral_Temperature(F)_Pressure(in),0.0022476845702351644,4,"Q(""DelayFromFreeFlowSpeed(mins)"") ~ (weather_neutral + Q(""Temperature(F)"") + Q(""Pressure(in)""))**2"
weather_to_DelayFromFreeFlowSpeed(mins)_weather_neutral_Temperature(F)_WindSpeed(mph),0.0010820865009687486,5,"Q(""DelayFromFreeFlowSpeed(mins)"") ~ (weather_neutral + Q(""Temperature(F)"") + Q(""WindSpeed(mph)""))**2"
weather_to_DelayFromFreeFlowSpeed(mins)_weather_neutral_Temperature(F)_Precipitation(in),5.3639303382757575e-05,3,"Q(""DelayFromFreeFlowSpeed(mins)"") ~ (weather_neutral + Q(""Temperature(F)"") + Q(""Precipitation(in)""))**2"
weather_to_DelayFromFreeFlowSpeed(mins)_weather_neutral_Temperature(F)_weather_good,0.0007345535383659341,3,"Q(""DelayFromFreeFlowSpeed(mins)"") ~ (weather_neutral + Q(""Temperature(F)"") + weather_good)**2"
weather_to_DelayFromFreeFlowSpeed(mins)_weather_neutral_Temperature(F)_weather_bad,0.0007638631206281499,6,"Q(""DelayFromFreeFlowSpeed(mins)"") ~ (weather_neutral + Q(""Temperature(F)"") + weather_bad)**2"
weather_to_DelayFromFreeFlowSpeed(mins)_weather_neutral_Temperature(F)_weather_unknown,0.0007684239818271932,5,"Q(""DelayFromFreeFlowSpeed(mins)"") ~ (weather_neutral + Q(""Temperature(F)"") + weather_unknown)**2"
weather_to_DelayFromFreeFlowSpeed(mins)_weather_neutral_WindChill(F)_Temperature(F),0.0001653383131690056,2,"Q(""DelayFromFreeFlowSpeed(mins)"") ~ (weather_neutral + Q(""WindChill(F)"") + Q(""Temperature(F)""))**2"
weather_to_DelayFromFreeFlowSpeed(mins)_weather_neutral_WindChill(F)_Humidity(%),0.00034268843327533993,4,"Q(""DelayFromFreeFlowSpeed(mins)"") ~ (weather_neutral + Q(""WindChill(F)"") + Q(""Humidity(%)""))**2"
weather_to_DelayFromFreeFlowSpeed(mins)_weather_neutral_WindChill(F)_Pressure(in),0.0005315765934247318,4,"Q(""DelayFromFreeFlowSpeed(mins)"") ~ (weather_neutral + Q(""WindChill(F)"") + Q(""Pressure(in)""))**2"
weather_to_DelayFromFreeFlowSpeed(mins)_weather_neutral_WindChill(F)_WindSpeed(mph),0.00032179635995144285,4,"Q(""DelayFromFreeFlowSpeed(mins)"") ~ (weather_neutral + Q(""WindChill(F)"") + Q(""WindSpeed(mph)""))**2"
weather_to_DelayFromFreeFlowSpeed(mins)_weather_neutral_WindChill(F)_Precipitation(in),0.00016328537692011924,4,"Q(""DelayFromFreeFlowSpeed(mins)"") ~ (weather_neutral + Q(""WindChill(F)"") + Q(""Precipitation(in)""))**2"
weather_to_DelayFromFreeFlowSpeed(mins)_weather_neutral_WindChill(F)_weather_good,0.00017054849580111497,4,"Q(""DelayFromFreeFlowSpeed(mins)"") ~ (weather_neutral + Q(""WindChill(F)"") + weather_good)**2"
weather_to_DelayFromFreeFlowSpeed(mins)_weather_neutral_WindChill(F)_weather_bad,0.0001681009147936896,5,"Q(""DelayFromFreeFlowSpeed(mins)"") ~ (weather_neutral + Q(""WindChill(F)"") + weather_bad)**2"
weather_to_DelayFromFreeFlowSpeed(mins)_weather_neutral_WindChill(F)_weather_unknown,0.0002322574206271577,7,"Q(""DelayFromFreeFlowSpeed(mins)"") ~ (weather_neutral + Q(""WindChill(F)"") + weather_unknown)**2"
weather_to_DelayFromFreeFlowSpeed(mins)_weather_neutral_Humidity(%)_Temperature(F),0.000771501577044198,5,"Q(""DelayFromFreeFlowSpeed(mins)"") ~ (weather_neutral + Q(""Humidity(%)"") + Q(""Temperature(F)""))**2"
weather_to_DelayFromFreeFlowSpeed(mins)_weather_neutral_Humidity(%)_WindChill(F),0.00034268843327533993,4,"Q(""DelayFromFreeFlowSpeed(mins)"") ~ (weather_neutral + Q(""Humidity(%)"") + Q(""WindChill(F)""))**2"
weather_to_DelayFromFreeFlowSpeed(mins)_weather_neutral_Humidity(%)_Pressure(in),0.0009279189765210027,4,"Q(""DelayFromFreeFlowSpeed(mins)"") ~ (weather_neutral + Q(""Humidity(%)"") + Q(""Pressure(in)""))**2"
weather_to_DelayFromFreeFlowSpeed(mins)_weather_neutral_Humidity(%)_WindSpeed(mph),0.00041318053280869904,3,"Q(""DelayFromFreeFlowSpeed(mins)"") ~ (weather_neutral + Q(""Humidity(%)"") + Q(""WindSpeed(mph)""))**2"
weather_to_DelayFromFreeFlowSpeed(mins)_weather_neutral_Humidity(%)_Precipitation(in),-1.3552221432178158e-05,1,"Q(""DelayFromFreeFlowSpeed(mins)"") ~ (weather_neutral + Q(""Humidity(%)"") + Q(""Precipitation(in)""))**2"
weather_to_DelayFromFreeFlowSpeed(mins)_weather_neutral_Humidity(%)_weather_good,0.00024177927857071957,1,"Q(""DelayFromFreeFlowSpeed(mins)"") ~ (weather_neutral + Q(""Humidity(%)"") + weather_good)**2"
weather_to_DelayFromFreeFlowSpeed(mins)_weather_neutral_Humidity(%)_weather_bad,0.00025294190066693645,3,"Q(""DelayFromFreeFlowSpeed(mins)"") ~ (weather_neutral + Q(""Humidity(%)"") + weather_bad)**2"
weather_to_DelayFromFreeFlowSpeed(mins)_weather_neutral_Humidity(%)_weather_unknown,0.00019957891620614454,2,"Q(""DelayFromFreeFlowSpeed(mins)"") ~ (weather_neutral + Q(""Humidity(%)"") + weather_unknown)**2"
weather_to_DelayFromFreeFlowSpeed(mins)_weather_neutral_Pressure(in)_Temperature(F),0.0022476845702349424,4,"Q(""DelayFromFreeFlowSpeed(mins)"") ~ (weather_neutral + Q(""Pressure(in)"") + Q(""Temperature(F)""))**2"
weather_to_DelayFromFreeFlowSpeed(mins)_weather_neutral_Pressure(in)_WindChill(F),0.0005315765934247318,4,"Q(""DelayFromFreeFlowSpeed(mins)"") ~ (weather_neutral + Q(""Pressure(in)"") + Q(""WindChill(F)""))**2"
weather_to_DelayFromFreeFlowSpeed(mins)_weather_neutral_Pressure(in)_Humidity(%),0.0009279189765210027,4,"Q(""DelayFromFreeFlowSpeed(mins)"") ~ (weather_neutral + Q(""Pressure(in)"") + Q(""Humidity(%)""))**2"
weather_to_DelayFromFreeFlowSpeed(mins)_weather_neutral_Pressure(in)_WindSpeed(mph),0.001065175139198793,5,"Q(""DelayFromFreeFlowSpeed(mins)"") ~ (weather_neutral + Q(""Pressure(in)"") + Q(""WindSpeed(mph)""))**2"
weather_to_DelayFromFreeFlowSpeed(mins)_weather_neutral_Pressure(in)_Precipitation(in),0.00021866115825330823,4,"Q(""DelayFromFreeFlowSpeed(mins)"") ~ (weather_neutral + Q(""Pressure(in)"") + Q(""Precipitation(in)""))**2"
weather_to_DelayFromFreeFlowSpeed(mins)_weather_neutral_Pressure(in)_weather_good,0.0009217058729020788,4,"Q(""DelayFromFreeFlowSpeed(mins)"") ~ (weather_neutral + Q(""Pressure(in)"") + weather_good)**2"
weather_to_DelayFromFreeFlowSpeed(mins)_weather_neutral_Pressure(in)_weather_bad,0.0009799557756727806,7,"Q(""DelayFromFreeFlowSpeed(mins)"") ~ (weather_neutral + Q(""Pressure(in)"") + weather_bad)**2"
weather_to_DelayFromFreeFlowSpeed(mins)_weather_neutral_Pressure(in)_weather_unknown,0.0007374415614851415,6,"Q(""DelayFromFreeFlowSpeed(mins)"") ~ (weather_neutral + Q(""Pressure(in)"") + weather_unknown)**2"
weather_to_DelayFromFreeFlowSpeed(mins)_weather_neutral_WindSpeed(mph)_Temperature(F),0.0010820865009684155,5,"Q(""DelayFromFreeFlowSpeed(mins)"") ~ (weather_neutral + Q(""WindSpeed(mph)"") + Q(""Temperature(F)""))**2"
weather_to_DelayFromFreeFlowSpeed(mins)_weather_neutral_WindSpeed(mph)_WindChill(F),0.00032179635995144285,4,"Q(""DelayFromFreeFlowSpeed(mins)"") ~ (weather_neutral + Q(""WindSpeed(mph)"") + Q(""WindChill(F)""))**2"
weather_to_DelayFromFreeFlowSpeed(mins)_weather_neutral_WindSpeed(mph)_Humidity(%),0.0004131805328089211,3,"Q(""DelayFromFreeFlowSpeed(mins)"") ~ (weather_neutral + Q(""WindSpeed(mph)"") + Q(""Humidity(%)""))**2"
weather_to_DelayFromFreeFlowSpeed(mins)_weather_neutral_WindSpeed(mph)_Pressure(in),0.001065175139199237,5,"Q(""DelayFromFreeFlowSpeed(mins)"") ~ (weather_neutral + Q(""WindSpeed(mph)"") + Q(""Pressure(in)""))**2"
weather_to_DelayFromFreeFlowSpeed(mins)_weather_neutral_WindSpeed(mph)_Precipitation(in),0.00017612857380167046,3,"Q(""DelayFromFreeFlowSpeed(mins)"") ~ (weather_neutral + Q(""WindSpeed(mph)"") + Q(""Precipitation(in)""))**2"
weather_to_DelayFromFreeFlowSpeed(mins)_weather_neutral_WindSpeed(mph)_weather_good,0.0006104911557663906,4,"Q(""DelayFromFreeFlowSpeed(mins)"") ~ (weather_neutral + Q(""WindSpeed(mph)"") + weather_good)**2"
weather_to_DelayFromFreeFlowSpeed(mins)_weather_neutral_WindSpeed(mph)_weather_bad,0.000579713021404249,4,"Q(""DelayFromFreeFlowSpeed(mins)"") ~ (weather_neutral + Q(""WindSpeed(mph)"") + weather_bad)**2"
weather_to_DelayFromFreeFlowSpeed(mins)_weather_neutral_WindSpeed(mph)_weather_unknown,0.00028837554775673624,4,"Q(""DelayFromFreeFlowSpeed(mins)"") ~ (weather_neutral + Q(""WindSpeed(mph)"") + weather_unknown)**2"
weather_to_DelayFromFreeFlowSpeed(mins)_weather_neutral_Precipitation(in)_Temperature(F),5.3639303382757575e-05,3,"Q(""DelayFromFreeFlowSpeed(mins)"") ~ (weather_neutral + Q(""Precipitation(in)"") + Q(""Temperature(F)""))**2"
weather_to_DelayFromFreeFlowSpeed(mins)_weather_neutral_Precipitation(in)_WindChill(F),0.00016328537692000822,4,"Q(""DelayFromFreeFlowSpeed(mins)"") ~ (weather_neutral + Q(""Precipitation(in)"") + Q(""WindChill(F)""))**2"
weather_to_DelayFromFreeFlowSpeed(mins)_weather_neutral_Precipitation(in)_Humidity(%),-1.3552221431956113e-05,1,"Q(""DelayFromFreeFlowSpeed(mins)"") ~ (weather_neutral + Q(""Precipitation(in)"") + Q(""Humidity(%)""))**2"
weather_to_DelayFromFreeFlowSpeed(mins)_weather_neutral_Precipitation(in)_Pressure(in),0.00021866115825330823,4,"Q(""DelayFromFreeFlowSpeed(mins)"") ~ (weather_neutral + Q(""Precipitation(in)"") + Q(""Pressure(in)""))**2"
weather_to_DelayFromFreeFlowSpeed(mins)_weather_neutral_Precipitation(in)_WindSpeed(mph),0.00017612857380155944,3,"Q(""DelayFromFreeFlowSpeed(mins)"") ~ (weather_neutral + Q(""Precipitation(in)"") + Q(""WindSpeed(mph)""))**2"
weather_to_DelayFromFreeFlowSpeed(mins)_weather_neutral_Precipitation(in)_weather_good,-7.2734553773212696e-06,1,"Q(""DelayFromFreeFlowSpeed(mins)"") ~ (weather_neutral + Q(""Precipitation(in)"") + weather_good)**2"
weather_to_DelayFromFreeFlowSpeed(mins)_weather_neutral_Precipitation(in)_weather_bad,-9.808914859466e-06,1,"Q(""DelayFromFreeFlowSpeed(mins)"") ~ (weather_neutral + Q(""Precipitation(in)"") + weather_bad)**2"
weather_to_DelayFromFreeFlowSpeed(mins)_weather_neutral_Precipitation(in)_weather_unknown,-2.7917383254250083e-05,1,"Q(""DelayFromFreeFlowSpeed(mins)"") ~ (weather_neutral + Q(""Precipitation(in)"") + weather_unknown)**2"
weather_to_DelayFromFreeFlowSpeed(mins)_weather_neutral_weather_good_Temperature(F),0.0007345535383659341,3,"Q(""DelayFromFreeFlowSpeed(mins)"") ~ (weather_neutral + weather_good + Q(""Temperature(F)""))**2"
weather_to_DelayFromFreeFlowSpeed(mins)_weather_neutral_weather_good_WindChill(F),0.00017054849580111497,4,"Q(""DelayFromFreeFlowSpeed(mins)"") ~ (weather_neutral + weather_good + Q(""WindChill(F)""))**2"
weather_to_DelayFromFreeFlowSpeed(mins)_weather_neutral_weather_good_Humidity(%),0.00024177927857071957,1,"Q(""DelayFromFreeFlowSpeed(mins)"") ~ (weather_neutral + weather_good + Q(""Humidity(%)""))**2"
weather_to_DelayFromFreeFlowSpeed(mins)_weather_neutral_weather_good_Pressure(in),0.0009217058729020788,4,"Q(""DelayFromFreeFlowSpeed(mins)"") ~ (weather_neutral + weather_good + Q(""Pressure(in)""))**2"
weather_to_DelayFromFreeFlowSpeed(mins)_weather_neutral_weather_good_WindSpeed(mph),0.0006104911557663906,4,"Q(""DelayFromFreeFlowSpeed(mins)"") ~ (weather_neutral + weather_good + Q(""WindSpeed(mph)""))**2"
weather_to_DelayFromFreeFlowSpeed(mins)_weather_neutral_weather_good_Precipitation(in),-7.2734553773212696e-06,1,"Q(""DelayFromFreeFlowSpeed(mins)"") ~ (weather_neutral + weather_good + Q(""Precipitation(in)""))**2"
weather_to_DelayFromFreeFlowSpeed(mins)_weather_neutral_weather_good_weather_bad,0.0001843053554022589,2,"Q(""DelayFromFreeFlowSpeed(mins)"") ~ (weather_neutral + weather_good + weather_bad)**2"
weather_to_DelayFromFreeFlowSpeed(mins)_weather_neutral_weather_good_weather_unknown,0.00018430535540203685,2,"Q(""DelayFromFreeFlowSpeed(mins)"") ~ (weather_neutral + weather_good + weather_unknown)**2"
weather_to_DelayFromFreeFlowSpeed(mins)_weather_neutral_weather_bad_Temperature(F),0.0007638631206281499,6,"Q(""DelayFromFreeFlowSpeed(mins)"") ~ (weather_neutral + weather_bad + Q(""Temperature(F)""))**2"
weather_to_DelayFromFreeFlowSpeed(mins)_weather_neutral_weather_bad_WindChill(F),0.0001681009147936896,5,"Q(""DelayFromFreeFlowSpeed(mins)"") ~ (weather_neutral + weather_bad + Q(""WindChill(F)""))**2"
weather_to_DelayFromFreeFlowSpeed(mins)_weather_neutral_weather_bad_Humidity(%),0.00025294190066693645,3,"Q(""DelayFromFreeFlowSpeed(mins)"") ~ (weather_neutral + weather_bad + Q(""Humidity(%)""))**2"
weather_to_DelayFromFreeFlowSpeed(mins)_weather_neutral_weather_bad_Pressure(in),0.0009799557756727806,7,"Q(""DelayFromFreeFlowSpeed(mins)"") ~ (weather_neutral + weather_bad + Q(""Pressure(in)""))**2"
weather_to_DelayFromFreeFlowSpeed(mins)_weather_neutral_weather_bad_WindSpeed(mph),0.000579713021404249,4,"Q(""DelayFromFreeFlowSpeed(mins)"") ~ (weather_neutral + weather_bad + Q(""WindSpeed(mph)""))**2"
weather_to_DelayFromFreeFlowSpeed(mins)_weather_neutral_weather_bad_Precipitation(in),-9.808914859466e-06,1,"Q(""DelayFromFreeFlowSpeed(mins)"") ~ (weather_neutral + weather_bad + Q(""Precipitation(in)""))**2"
weather_to_DelayFromFreeFlowSpeed(mins)_weather_neutral_weather_bad_weather_good,0.0001843053554008156,2,"Q(""DelayFromFreeFlowSpeed(mins)"") ~ (weather_neutral + weather_bad + weather_good)**2"
weather_to_DelayFromFreeFlowSpeed(mins)_weather_neutral_weather_bad_weather_unknown,0.00018430535540137072,4,"Q(""DelayFromFreeFlowSpeed(mins)"") ~ (weather_neutral + weather_bad + weather_unknown)**2"
weather_to_DelayFromFreeFlowSpeed(mins)_weather_neutral_weather_unknown_Temperature(F),0.0007684239818271932,5,"Q(""DelayFromFreeFlowSpeed(mins)"") ~ (weather_neutral + weather_unknown + Q(""Temperature(F)""))**2"
weather_to_DelayFromFreeFlowSpeed(mins)_weather_neutral_weather_unknown_WindChill(F),0.0002322574206271577,7,"Q(""DelayFromFreeFlowSpeed(mins)"") ~ (weather_neutral + weather_unknown + Q(""WindChill(F)""))**2"
weather_to_DelayFromFreeFlowSpeed(mins)_weather_neutral_weather_unknown_Humidity(%),0.00019957891620614454,2,"Q(""DelayFromFreeFlowSpeed(mins)"") ~ (weather_neutral + weather_unknown + Q(""Humidity(%)""))**2"
weather_to_DelayFromFreeFlowSpeed(mins)_weather_neutral_weather_unknown_Pressure(in),0.0007374415614851415,6,"Q(""DelayFromFreeFlowSpeed(mins)"") ~ (weather_neutral + weather_unknown + Q(""Pressure(in)""))**2"
weather_to_DelayFromFreeFlowSpeed(mins)_weather_neutral_weather_unknown_WindSpeed(mph),0.00028837554775673624,4,"Q(""DelayFromFreeFlowSpeed(mins)"") ~ (weather_neutral + weather_unknown + Q(""WindSpeed(mph)""))**2"
weather_to_DelayFromFreeFlowSpeed(mins)_weather_neutral_weather_unknown_Precipitation(in),-2.7917383254250083e-05,1,"Q(""DelayFromFreeFlowSpeed(mins)"") ~ (weather_neutral + weather_unknown + Q(""Precipitation(in)""))**2"
weather_to_DelayFromFreeFlowSpeed(mins)_weather_neutral_weather_unknown_weather_good,0.0001843053554008156,2,"Q(""DelayFromFreeFlowSpeed(mins)"") ~ (weather_neutral + weather_unknown + weather_good)**2"
weather_to_DelayFromFreeFlowSpeed(mins)_weather_neutral_weather_unknown_weather_bad,0.00018430535540137072,4,"Q(""DelayFromFreeFlowSpeed(mins)"") ~ (weather_neutral + weather_unknown + weather_bad)**2"
weather_to_DelayFromFreeFlowSpeed(mins)_weather_unknown_Temperature(F)_WindChill(F),0.00015603520767693002,1,"Q(""DelayFromFreeFlowSpeed(mins)"") ~ (weather_unknown + Q(""Temperature(F)"") + Q(""WindChill(F)""))**2"
weather_to_DelayFromFreeFlowSpeed(mins)_weather_unknown_Temperature(F)_Humidity(%),0.0007634756106883467,4,"Q(""DelayFromFreeFlowSpeed(mins)"") ~ (weather_unknown + Q(""Temperature(F)"") + Q(""Humidity(%)""))**2"
weather_to_DelayFromFreeFlowSpeed(mins)_weather_unknown_Temperature(F)_Pressure(in),0.0022650981981715557,5,"Q(""DelayFromFreeFlowSpeed(mins)"") ~ (weather_unknown + Q(""Temperature(F)"") + Q(""Pressure(in)""))**2"
weather_to_DelayFromFreeFlowSpeed(mins)_weather_unknown_Temperature(F)_WindSpeed(mph),0.0010160588225665013,3,"Q(""DelayFromFreeFlowSpeed(mins)"") ~ (weather_unknown + Q(""Temperature(F)"") + Q(""WindSpeed(mph)""))**2"
weather_to_DelayFromFreeFlowSpeed(mins)_weather_unknown_Temperature(F)_Precipitation(in),4.815846154593295e-05,3,"Q(""DelayFromFreeFlowSpeed(mins)"") ~ (weather_unknown + Q(""Temperature(F)"") + Q(""Precipitation(in)""))**2"
weather_to_DelayFromFreeFlowSpeed(mins)_weather_unknown_Temperature(F)_weather_good,0.000794390091253705,7,"Q(""DelayFromFreeFlowSpeed(mins)"") ~ (weather_unknown + Q(""Temperature(F)"") + weather_good)**2"
weather_to_DelayFromFreeFlowSpeed(mins)_weather_unknown_Temperature(F)_weather_bad,0.0007398868705502659,3,"Q(""DelayFromFreeFlowSpeed(mins)"") ~ (weather_unknown + Q(""Temperature(F)"") + weather_bad)**2"
weather_to_DelayFromFreeFlowSpeed(mins)_weather_unknown_Temperature(F)_weather_neutral,0.0007684239818271932,5,"Q(""DelayFromFreeFlowSpeed(mins)"") ~ (weather_unknown + Q(""Temperature(F)"") + weather_neutral)**2"
weather_to_DelayFromFreeFlowSpeed(mins)_weather_unknown_WindChill(F)_Temperature(F),0.00015603520767648593,1,"Q(""DelayFromFreeFlowSpeed(mins)"") ~ (weather_unknown + Q(""WindChill(F)"") + Q(""Temperature(F)""))**2"
weather_to_DelayFromFreeFlowSpeed(mins)_weather_unknown_WindChill(F)_Humidity(%),0.0004289248460588313,5,"Q(""DelayFromFreeFlowSpeed(mins)"") ~ (weather_unknown + Q(""WindChill(F)"") + Q(""Humidity(%)""))**2"
weather_to_DelayFromFreeFlowSpeed(mins)_weather_unknown_WindChill(F)_Pressure(in),0.0005879441053234791,6,"Q(""DelayFromFreeFlowSpeed(mins)"") ~ (weather_unknown + Q(""WindChill(F)"") + Q(""Pressure(in)""))**2"
weather_to_DelayFromFreeFlowSpeed(mins)_weather_unknown_WindChill(F)_WindSpeed(mph),0.00026027170518327924,3,"Q(""DelayFromFreeFlowSpeed(mins)"") ~ (weather_unknown + Q(""WindChill(F)"") + Q(""WindSpeed(mph)""))**2"
weather_to_DelayFromFreeFlowSpeed(mins)_weather_unknown_WindChill(F)_Precipitation(in),0.0001405619113848955,4,"Q(""DelayFromFreeFlowSpeed(mins)"") ~ (weather_unknown + Q(""WindChill(F)"") + Q(""Precipitation(in)""))**2"
weather_to_DelayFromFreeFlowSpeed(mins)_weather_unknown_WindChill(F)_weather_good,0.00021430198575622672,5,"Q(""DelayFromFreeFlowSpeed(mins)"") ~ (weather_unknown + Q(""WindChill(F)"") + weather_good)**2"
weather_to_DelayFromFreeFlowSpeed(mins)_weather_unknown_WindChill(F)_weather_bad,0.00021239383634086284,5,"Q(""DelayFromFreeFlowSpeed(mins)"") ~ (weather_unknown + Q(""WindChill(F)"") + weather_bad)**2"
weather_to_DelayFromFreeFlowSpeed(mins)_weather_unknown_WindChill(F)_weather_neutral,0.0002322574206271577,6,"Q(""DelayFromFreeFlowSpeed(mins)"") ~ (weather_unknown + Q(""WindChill(F)"") + weather_neutral)**2"
weather_to_DelayFromFreeFlowSpeed(mins)_weather_unknown_Humidity(%)_Temperature(F),0.0007634756106882357,4,"Q(""DelayFromFreeFlowSpeed(mins)"") ~ (weather_unknown + Q(""Humidity(%)"") + Q(""Temperature(F)""))**2"
weather_to_DelayFromFreeFlowSpeed(mins)_weather_unknown_Humidity(%)_WindChill(F),0.00042892484605905334,5,"Q(""DelayFromFreeFlowSpeed(mins)"") ~ (weather_unknown + Q(""Humidity(%)"") + Q(""WindChill(F)""))**2"
